Quantity,Price,Side
0.0001,30292.7,BUY,1688764516781
0.0001,30320.04,SELL,1688764577202
0.0001,30321.15,BUY,1688764577570
0.00011,30324.989999999998,BUY,1688764638116
0.00011,30365.79,SELL,1688764638359
0.0001,30320.049999999996,SELL,1688764698571
0.0001,30311.09,BUY,1688764698936
0.00011,30333.54,BUY,1688764759659
0.00011,30333.08454545454,BUY,1688764820738
0.00011,30394.31,SELL,1688764821218
0.00011,30333.86,BUY,1688764881961
0.00011,30361.45,SELL,1688764882338
0.0001,30330.03,SELL,1688764942656
0.0001,30336.17,BUY,1688764943161
0.00011,30349.999999999996,BUY,1688765003751
